,device_number,device_description,site,work_order_number,work_order_priority_description,wo_type_description,problem_reported,lot_year,num_parts_from_storeroom,num_parts_from_po,repair_part_number,repair_part_name,repair_part_stocktype,total_parts_used
139,CACTF,Combined Arms Collective Training Facility (GDIT),"Ft Carson, CO",6131990,Corrective Maintenance,Corrective COR,2014-02-13 17:00:00,5.0,1,0,HS-2.2,"STAND, V2, TIM II",CONSUMABLE,1
214,CACTF,Combined Arms Collective Training Facility (GDIT),"Ft Carson, CO",5946640,Corrective Maintenance,Corrective COR,2013-09-23 09:00:00,5.0,1,0,3JYP5,BULB,CONSUMABLE,1
215,CACTF,Combined Arms Collective Training Facility (GDIT),"Ft Carson, CO",5946640,Corrective Maintenance,Corrective COR,2013-09-23 09:00:00,5.0,1,0,KAE110137039,FILTER,CONSUMABLE,1
329,CACTF,Combined Arms Collective Training Facility (GDIT),"Ft Carson, CO",5961046,Corrective Maintenance,Corrective COR,2013-10-01 10:00:00,5.0,0,1,384333,BATTERIES,CONSUMABLE,1
432,CACTF,Combined Arms Collective Training Facility (GDIT),"Ft Carson, CO",5961891,Corrective Maintenance,Corrective COR,2013-10-02 08:00:00,5.0,1,0,MC35100V2-000U-A99,FAN,CONSUMABLE,1
440,CACTF,Combined Arms Collective Training Facility (GDIT),"Ft Carson, CO",6074002,Corrective Maintenance,Corrective COR,2014-01-02 10:00:00,5.0,1,0,2EXX2,"JACK OIL, WITH STOP LEAK, BAR'S LEAKS 12 FLUID OZ",CONSUMABLE,1
606,CACTF,Combined Arms Collective Training Facility (GDIT),"Ft Carson, CO",6507461,Corrective Maintenance,Corrective COR,2014-10-07 07:30:00,6.0,1,0,RJF6MG,"ETHERNET, SEALED, PCD, AMPHENOL",CONSUMABLE,1
613,CACTF,Combined Arms Collective Training Facility (GDIT),"Ft Stewart, GA",6725298,Corrective Maintenance,Corrective COR,2015-03-11 07:30:00,6.0,1,0,MC35100V2-000U-A99,FAN,CONSUMABLE,1
650,CACTF,Combined Arms Collective Training Facility (GDIT),"Ft Carson, CO",6087611,Corrective Maintenance,Corrective COR,2014-01-10 18:00:00,5.0,1,0,KAE110137039,FILTER,CONSUMABLE,1
753,CACTF,Combined Arms Collective Training Facility (GDIT),"Ft Stewart, GA",6725297,Corrective Maintenance,Corrective COR,2015-03-11 07:30:00,6.0,1,0,MC35100V2-000U-A99,FAN,CONSUMABLE,1
760,CACTF,Combined Arms Collective Training Facility (GDIT),"Ft Carson, CO",5984838,Corrective Maintenance,Corrective COR,2013-10-23 11:00:00,5.0,1,0,PT02A-12-3P,CONNECTOR,CONSUMABLE,1
929,CACTF,Combined Arms Collective Training Facility (GDIT),"Ft Carson, CO",6763372,Corrective Maintenance,Corrective COR,2015-04-01 08:00:00,6.0,1,0,MC35100V2-000U-A99,FAN,CONSUMABLE,1
946,CACTF,Combined Arms Collective Training Facility (GDIT),"Ft Carson, CO",5904159,Corrective Maintenance,Corrective COR,2013-08-27 18:00:00,5.0,0,1,PT02A-12-3P,CONNECTOR,CONSUMABLE,1
947,CACTF,Combined Arms Collective Training Facility (GDIT),"Ft Carson, CO",5904159,Corrective Maintenance,Corrective COR,2013-08-27 18:00:00,5.0,1,0,HS-2.2,"STAND, V2, TIM II",CONSUMABLE,1
983,CACTF,Combined Arms Collective Training Facility (GDIT),"Ft Carson, CO",5941314,Corrective Maintenance,Corrective COR,2013-09-17 12:00:00,5.0,1,0,KAE110137039,FILTER,CONSUMABLE,1
987,CACTF,Combined Arms Collective Training Facility (GDIT),"Ft Carson, CO",6610353,Corrective Maintenance,Corrective COR,2014-12-18 15:00:39,6.0,3,0,15F771,TAPE,CONSUMABLE,3
993,CACTF,Combined Arms Collective Training Facility (GDIT),"Ft Riley, KS",5923066,Corrective Maintenance,Corrective COR,2013-09-06 14:00:00,5.0,0,1,PD60AT,HORN SPEAKER DRIVER,CONSUMABLE,1
997,CACTF,Combined Arms Collective Training Facility (GDIT),"Ft Carson, CO",6610358,Corrective Maintenance,Corrective COR,2014-12-18 15:00:35,6.0,1,0,KAE110137039,FILTER,CONSUMABLE,1
1059,CACTF,Combined Arms Collective Training Facility (GDIT),"Ft Riley, KS",5923070,Corrective Maintenance,Corrective COR,2013-09-06 14:00:00,5.0,0,1,PD60AT,HORN SPEAKER DRIVER,CONSUMABLE,1
1060,CACTF,Combined Arms Collective Training Facility (GDIT),"Ft Riley, KS",5923062,Corrective Maintenance,Corrective COR,2013-09-06 14:00:00,5.0,0,1,PD60AT,HORN SPEAKER DRIVER,CONSUMABLE,1
1070,CACTF,Combined Arms Collective Training Facility (GDIT),"Ft Carson, CO",6651899,Corrective Maintenance,Corrective COR,2015-01-26 15:18:00,6.0,1,0,KAE110137039,FILTER,CONSUMABLE,1
1085,CACTF,Combined Arms Collective Training Facility (GDIT),"Ft Carson, CO",6421208,Corrective Maintenance,Corrective COR,2014-08-14 15:00:00,6.0,1,0,AE10475-ND,"JACK, CAT5E KEYSTONE JACK TOOL FREE, YELLOW, ASSMANN",CONSUMABLE,1
1108,CACTF,Combined Arms Collective Training Facility (GDIT),"Ft Carson, CO",5846815,System - Device Degraded,Corrective COR,2013-07-18 11:10:21,5.0,0,1,MBR1400,"ROUTER, WIRLESS, MISSION-CRITICAL, CRADLEPOINT",CONSUMABLE,1
1125,CACTF,Combined Arms Collective Training Facility (GDIT),"Ft Stewart, GA",5805515,Corrective Maintenance,Corrective COR,2013-06-20 12:00:00,5.0,1,0,FG423-17,POWER SUPPLY,CONSUMABLE,1
1126,CACTF,Combined Arms Collective Training Facility (GDIT),"Ft Stewart, GA",5805515,Corrective Maintenance,Corrective COR,2013-06-20 12:00:00,5.0,1,0,TFB0812UHE,FAN,CONSUMABLE,1
1127,CACTF,Combined Arms Collective Training Facility (GDIT),"Ft Stewart, GA",5805515,Corrective Maintenance,Corrective COR,2013-06-20 12:00:00,5.0,1,0,FG423-17,POWER SUPPLY,CONSUMABLE,1
1134,CACTF,Combined Arms Collective Training Facility (GDIT),"Ft Stewart, GA",5805520,Corrective Maintenance,Corrective COR,2013-06-20 12:17:00,5.0,1,0,FG423-17,POWER SUPPLY,CONSUMABLE,1
1135,CACTF,Combined Arms Collective Training Facility (GDIT),"Ft Stewart, GA",5805520,Corrective Maintenance,Corrective COR,2013-06-20 12:17:00,5.0,1,0,FG423-17,POWER SUPPLY,CONSUMABLE,1
1139,CACTF,Combined Arms Collective Training Facility (GDIT),"Ft Greely, AK (Donnelly Battle Area Complex)",6270639,Corrective Maintenance,Corrective COR,2014-05-06 04:00:00,6.0,0,2,213481,"SPRING,WIRE,660"" OD X .67"" X 2"",DR MOWER",CONSUMABLE,2
1140,CACTF,Combined Arms Collective Training Facility (GDIT),"Ft Greely, AK (Donnelly Battle Area Complex)",6270639,Corrective Maintenance,Corrective COR,2014-05-06 04:00:00,6.0,0,2,221591,PIN,CONSUMABLE,2
1141,CACTF,Combined Arms Collective Training Facility (GDIT),"Ft Greely, AK (Donnelly Battle Area Complex)",6270639,Corrective Maintenance,Corrective COR,2014-05-06 04:00:00,6.0,0,2,25E38,WASHER,CONSUMABLE,2
1142,CACTF,Combined Arms Collective Training Facility (GDIT),"Ft Greely, AK (Donnelly Battle Area Complex)",6270639,Corrective Maintenance,Corrective COR,2014-05-06 04:00:00,6.0,0,2,221591,PIN,CONSUMABLE,2
1143,CACTF,Combined Arms Collective Training Facility (GDIT),"Ft Greely, AK (Donnelly Battle Area Complex)",6270639,Corrective Maintenance,Corrective COR,2014-05-06 04:00:00,6.0,0,4,221591,PIN,CONSUMABLE,4
1144,CACTF,Combined Arms Collective Training Facility (GDIT),"Ft Indiantown Gap, PA",6174323,Corrective Maintenance,Corrective COR,2014-03-11 09:00:00,5.0,1,0,13VG2811ASIR-SQ,CAMERA ,CONSUMABLE,1
1145,CACTF,Combined Arms Collective Training Facility (GDIT),"Ft Indiantown Gap, PA",6174323,Corrective Maintenance,Corrective COR,2014-03-11 09:00:00,5.0,1,0,13VG2811ASIR-SQ,CAMERA ,CONSUMABLE,1
1198,CACTF,Combined Arms Collective Training Facility (GDIT),"Ft Carson, CO",6608962,Corrective Maintenance,Corrective COR,2014-12-17 15:00:00,6.0,1,0,15F771,TAPE,CONSUMABLE,1
1199,CACTF,Combined Arms Collective Training Facility (GDIT),"Ft Carson, CO",6608962,Corrective Maintenance,Corrective COR,2014-12-17 15:00:00,6.0,2,0,15F771,TAPE,CONSUMABLE,2
1200,CACTF,Combined Arms Collective Training Facility (GDIT),"Ft Carson, CO",6608962,Corrective Maintenance,Corrective COR,2014-12-17 15:00:00,6.0,2,0,1YCD3,DUCT TAPE,CONSUMABLE,2
1201,CACTF,Combined Arms Collective Training Facility (GDIT),"Ft Carson, CO",6608962,Corrective Maintenance,Corrective COR,2014-12-17 15:00:00,6.0,2,0,15F771,TAPE,CONSUMABLE,2
1202,CACTF,Combined Arms Collective Training Facility (GDIT),"Ft Carson, CO",6608962,Corrective Maintenance,Corrective COR,2014-12-17 15:00:00,6.0,1,0,15F771,TAPE,CONSUMABLE,1
1203,CACTF,Combined Arms Collective Training Facility (GDIT),"Ft Carson, CO",6608962,Corrective Maintenance,Corrective COR,2014-12-17 15:00:00,6.0,2,0,15F771,TAPE,CONSUMABLE,2
1228,CACTF,Combined Arms Collective Training Facility (GDIT),"Ft Carson, CO",5490689,Corrective Maintenance,Corrective COR,2012-11-14 10:00:00,4.0,0,1,1UBY3,OIL,CONSUMABLE,1
1229,CACTF,Combined Arms Collective Training Facility (GDIT),"Ft Carson, CO",5490689,Corrective Maintenance,Corrective COR,2012-11-14 10:00:00,4.0,0,1,M125383,BELT,CONSUMABLE,1
1230,CACTF,Combined Arms Collective Training Facility (GDIT),"Ft Carson, CO",5490689,Corrective Maintenance,Corrective COR,2012-11-14 10:00:00,4.0,0,1,1UBY3,OIL,CONSUMABLE,1
1274,CACTF,Combined Arms Collective Training Facility (GDIT),"Ft Greely, AK (Donnelly Battle Area Complex)",5815315,Corrective Maintenance,Corrective COR,2013-06-27 12:52:00,5.0,0,1,384333,BATTERIES,CONSUMABLE,1
1306,CACTF,Combined Arms Collective Training Facility (GDIT),"Ft Carson, CO",6164504,Corrective Maintenance,Corrective COR,2014-03-03 15:30:00,5.0,3,0,1586662,"AIR HOSE, 1/2"" X 65'",CONSUMABLE,3
1336,CACTF,Combined Arms Collective Training Facility (GDIT),"Ft Stewart, GA",5863910,Corrective Maintenance,Corrective COR,2013-07-29 10:00:00,5.0,1,0,3VRX4,"TERMINAL KIT, BENCH MOUNT, STA-KON",CONSUMABLE,1
1356,CACTF,Combined Arms Collective Training Facility (GDIT),"Ft Carson, CO",6079697,Corrective Maintenance,Corrective COR,2014-01-08 11:00:00,5.0,0,1,8836 035-111,"ETHERNET ADAPTER BOARD, SAAB",CONSUMABLE,1
1427,CACTF,Combined Arms Collective Training Facility (GDIT),"Ft Riley, KS",5983599,Corrective Maintenance,Corrective COR,2013-10-22 09:00:00,5.0,0,1,384333,BATTERIES,CONSUMABLE,1
1437,CACTF,Combined Arms Collective Training Facility (GDIT),"Ft Stewart, GA",5487772,Corrective Maintenance,Corrective COR,2012-11-13 11:24:31,4.0,1,0,TFB0812UHE,FAN,CONSUMABLE,1
1538,CACTF,Combined Arms Collective Training Facility (GDIT),"Ft Indiantown Gap, PA",5993548,Corrective Maintenance,Corrective COR,2013-10-30 00:00:00,5.0,1,0,5VC44,BLADE,CONSUMABLE,1
